Location Name,Location Type,Value Category,Value Name,Secondary Value Name,METRIC
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.47
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Volunteering by Generations 2017,Millennials,,0.37
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Volunteering by Generations 2017,Gen X,,0.60
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Volunteering by Generations 2017,Boomers,,0.43
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.09
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,Educational or youth service,,0.10
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,Environmental or animal care,,0.02
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,Hospital or other health,,0.05
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,Public safety,,0.01
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,Religious,,0.17
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,Social or community service,,0.28
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.24
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",,Organizations 2017,Other,,0.04
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteer Rate,2017,,0.35
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Race - Rates (2017),White,,0.37
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.34
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.30
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.39
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.35
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Generations 2017,Millennials,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Generations 2017,Gen X,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Generations 2017,Boomers,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.05
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,Educational or youth service,,0.15
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,Environmental or animal care,,0.02
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,Hospital or other health,,0.01
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,Public safety,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,Religious,,0.25
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,Social or community service,,0.22
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.26
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",,Organizations 2017,Other,,0.04
"New Orleans-Metairie, LA Metro Area",,Volunteer Rate,2017,,0.24
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Race - Rates (2017),White,,0.30
"New Orleans-Metairie, LA Metro Area",,Volunteering by Race - Rates (2017),Black,,0.14
"New Orleans-Metairie, LA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.25
"New Orleans-Metairie, LA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.21
"New Orleans-Metairie, LA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.28
"New Orleans-Metairie, LA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.25
"New Orleans-Metairie, LA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Generations 2017,Millennials,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Generations 2017,Gen X,,
"New Orleans-Metairie, LA Metro Area",,Volunteering by Generations 2017,Boomers,,0.27
"New Orleans-Metairie, LA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,Educational or youth service,,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,Environmental or animal care,,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,Hospital or other health,,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,Public safety,,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,Religious,,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,Social or community service,,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"New Orleans-Metairie, LA Metro Area",,Organizations 2017,Other,,
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteer Rate,2017,,0.23
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,0.29
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,0.19
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,0.23
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,0.22
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,0.26
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.25
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,0.26
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,0.23
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,0.16
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.20
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Race - Rates (2017),White,,0.27
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Race - Rates (2017),Black,,0.20
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,0.17
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.25
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.21
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.25
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,0.27
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.23
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Generations 2017,Gen Z,,0.29
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Generations 2017,Millennials,,0.19
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Generations 2017,Gen X,,0.25
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Generations 2017,Boomers,,0.25
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,0.17
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.08
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,Educational or youth service,,0.20
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,Environmental or animal care,,0.01
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,Hospital or other health,,0.04
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,Public safety,,0.03
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,Religious,,0.19
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,Social or community service,,0.27
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.15
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,Organizations 2017,Other,,0.03
"Oklahoma City, OK Metro Area",,Volunteer Rate,2017,,0.29
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Oklahoma City, OK Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Oklahoma City, OK Metro Area",,Volunteering by Race - Rates (2017),White,,0.30
"Oklahoma City, OK Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Oklahoma City, OK Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Oklahoma City, OK Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.30
"Oklahoma City, OK Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.25
"Oklahoma City, OK Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.32
"Oklahoma City, OK Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Oklahoma City, OK Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.29
"Oklahoma City, OK Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Oklahoma City, OK Metro Area",,Volunteering by Generations 2017,Millennials,,
"Oklahoma City, OK Metro Area",,Volunteering by Generations 2017,Gen X,,
"Oklahoma City, OK Metro Area",,Volunteering by Generations 2017,Boomers,,0.32
"Oklahoma City, OK Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Oklahoma City, OK Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.04
"Oklahoma City, OK Metro Area",,Organizations 2017,Educational or youth service,,0.14
"Oklahoma City, OK Metro Area",,Organizations 2017,Environmental or animal care,,0.02
"Oklahoma City, OK Metro Area",,Organizations 2017,Hospital or other health,,0.04
"Oklahoma City, OK Metro Area",,Organizations 2017,Public safety,,0.01
"Oklahoma City, OK Metro Area",,Organizations 2017,Religious,,0.24
"Oklahoma City, OK Metro Area",,Organizations 2017,Social or community service,,0.26
"Oklahoma City, OK Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.21
"Oklahoma City, OK Metro Area",,Organizations 2017,Other,,0.03
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteer Rate,2017,,0.25
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Race - Rates (2017),White,,0.24
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.26
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.22
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.27
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.24
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Generations 2017,Millennials,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Generations 2017,Gen X,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Generations 2017,Boomers,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,Educational or youth service,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,Environmental or animal care,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,Hospital or other health,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,Public safety,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,Religious,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,Social or community service,,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"Orlando-Kissimmee-Sanford, FL Metro Area",,Organizations 2017,Other,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteer Rate,2017,,0.34
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,0.26
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,0.38
"Richmond, VA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.36
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,0.36
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,0.37
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.34
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Race - Rates (2017),White,,0.37
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Race - Rates (2017),Black,,0.25
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.34
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.31
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.35
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.34
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Generations 2017,Millennials,,0.30
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Generations 2017,Gen X,,0.36
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Generations 2017,Boomers,,0.36
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,0.34
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.05
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,Educational or youth service,,0.15
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,Environmental or animal care,,0.03
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,Hospital or other health,,0.04
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,Public safety,,0.01
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,Religious,,0.23
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,Social or community service,,0.19
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.24
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",,Organizations 2017,Other,,0.05
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteer Rate,2017,,0.32
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.25
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.26
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Race - Rates (2017),White,,0.31
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,0.18
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.38
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.28
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.36
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.33
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Generations 2017,Millennials,,0.35
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Generations 2017,Gen X,,0.31
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Generations 2017,Boomers,,0.30
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.04
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,Educational or youth service,,0.24
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,Environmental or animal care,,0.03
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,Hospital or other health,,0.05
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,Public safety,,0.01
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,Religious,,0.17
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,Social or community service,,0.21
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.22
"Phoenix-Mesa-Scottsdale, AZ Metro Area",,Organizations 2017,Other,,0.03
"Pittsburgh, PA Metro Area",,Volunteer Rate,2017,,0.38
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Pittsburgh, PA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.41
"Pittsburgh, PA Metro Area",,Volunteering by Race - Rates (2017),White,,0.41
"Pittsburgh, PA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Pittsburgh, PA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Pittsburgh, PA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.38
"Pittsburgh, PA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.35
"Pittsburgh, PA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.41
"Pittsburgh, PA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Pittsburgh, PA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.39
"Pittsburgh, PA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Pittsburgh, PA Metro Area",,Volunteering by Generations 2017,Millennials,,
"Pittsburgh, PA Metro Area",,Volunteering by Generations 2017,Gen X,,
"Pittsburgh, PA Metro Area",,Volunteering by Generations 2017,Boomers,,0.32
"Pittsburgh, PA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Pittsburgh, PA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.02
"Pittsburgh, PA Metro Area",,Organizations 2017,Educational or youth service,,0.10
"Pittsburgh, PA Metro Area",,Organizations 2017,Environmental or animal care,,0.02
"Pittsburgh, PA Metro Area",,Organizations 2017,Hospital or other health,,0.02
"Pittsburgh, PA Metro Area",,Organizations 2017,Public safety,,0.02
